RECORD_ID,POLICY_NUMBER,NOTIFICATION_DATE,ACTION_TYPE,POLICY_TYPE,REASON_SOURCE,INDICATOR_60D,ZIP_CODE,EFFECTIVE_DATE,REASON_CODES,THIRD_PARTY_IND,AERIAL_IMAGERY
TFB-102134,POL-994535,2026-04-10,C,C,C,0,76710,2026-06-07,AH,N,0
TFB-102135,POL-656897,2026-02-16,NR,H,A,0,78205,2026-04-16,F,N,0
TFB-102136,POL-568041,2026-02-06,NR,T,B,1,79901,2026-05-02,A,N,0
TFB-102137,POL-506931,2026-03-02,C,H,B,1,77002,2026-05-09,K,N,0
TFB-102138,POL-592610,2026-02-03,NR,C,B,0,78701,2026-03-28,CE,N,0
TFB-102139,POL-590260,2026-04-02,C,T,C,1,76712,2026-06-05,H,N,0
TFB-102140,POL-689500,2026-03-12,C,C,B,1,78701,2026-05-29,A,N,0
TFB-102141,POL-762631,2026-03-27,NR,T,B,1,77002,2026-06-23,GHJ,N,0
TFB-102142,POL-913455,2026-03-29,D,T,A,0,76710,2026-05-22,IL,N,0
TFB-102143,POL-652224,2026-01-04,D,T,A,0,79901,2026-01-30,CHL,N,0
TFB-102144,POL-848443,2026-01-17,NR,C,B,1,78701,2026-04-14,HJ,Y,0
TFB-102145,POL-525155,2026-03-21,D,D,A,0,79901,2026-03-16,ABF,N,0
TFB-102146,POL-888640,2026-02-13,D,H,A,0,78205,2026-03-06,BG,Y,0
TFB-102147,POL-677552,2026-01-10,D,C,B,1,78205,2026-03-12,HG,Y,0
TFB-102148,POL-566865,2026-03-26,C,C,A,1,75201,2026-06-08,IJ,Y,0
TFB-102149,POL-906705,2026-04-07,NR,D,A,0,77002,2026-04-30,CHI,N,0
TFB-102150,POL-527240,2026-01-08,NR,H,C,0,79901,2026-02-22,FH,Y,0
TFB-102151,POL-800643,2026-01-15,D,D,C,0,75201,2026-02-28,D,N,0
TFB-102152,POL-678803,2026-03-16,NR,C,A,0,78205,2026-04-16,BC,N,0
TFB-102153,POL-896794,2026-01-29,D,H,C,0,76710,2026-03-27,BH,Y,0
TFB-102154,POL-750802,2026-01-25,D,T,B,1,79901,2026-04-10,FHJ,Y,0
TFB-102155,POL-662148,2026-04-06,D,C,A,1,76710,2026-06-27,ABG,Y,0
TFB-102156,POL-710106,2026-02-25,D,D,C,1,76710,2026-05-03,D,N,0
TFB-102157,POL-713539,2026-03-29,C,H,C,0,78701,2026-05-03,FGJ,N,0
TFB-102158,POL-534591,2026-01-22,C,C,B,1,76712,2026-04-01,F,Y,0
TFB-102159,POL-910025,2026-03-25,D,T,B,0,76701,2026-05-10,GH,N,0
TFB-102160,POL-658942,2026-02-27,C,T,C,0,76712,2026-04-01,H,N,0
TFB-102161,POL-954659,2026-01-29,C,T,C,1,76712,2026-04-10,F,N,0
TFB-102162,POL-795721,2026-02-27,C,T,C,1,78701,2026-05-03,CH,N,0
TFB-102163,POL-502240,2026-02-16,D,T,A,1,79901,2026-04-25,I,Y,0
TFB-102164,POL-533478,2026-02-07,D,T,C,0,76701,2026-03-11,CDJ,N,0
TFB-102165,POL-734523,2026-03-31,NR,H,B,1,78701,2026-06-23,BHI,Y,0
TFB-102166,POL-696380,2026-02-25,D,T,A,1,78205,2026-05-22,CD,N,0
TFB-102167,POL-684968,2026-03-13,NR,C,A,1,76712,2026-05-12,C,Y,0
TFB-102168,POL-957043,2026-02-27,NR,D,C,1,75201,2026-02-22,HK,Y,1
TFB-102169,POL-938817,2026-03-14,C,D,B,1,76710,2026-05-14,B,Y,0
TFB-102170,POL-965313,2026-02-01,NR,C,B,0,,2026-03-30,DJK,Y,1
TFB-102171,POL-597169,2026-01-25,C,T,A,1,76712,2026-03-31,FL,Y,0
TFB-102172,POL-509959,2026-01-15,NR,D,A,0,76701,2026-02-14,BCH,N,0
TFB-102173,POL-961369,2026-02-12,C,T,B,1,76710,2026-04-19,E,Y,0
TFB-102174,POL-652940,2026-02-23,C,D,C,1,77002,2026-05-24,AF,Y,0
TFB-102175,POL-643956,2026-01-06,D,T,B,1,79901,2026-01-01,CGJ,Y,0
TFB-102176,POL-655983,2026-03-16,C,T,C,0,78701,2026-04-11,BIL,N,0
TFB-102177,POL-947852,2026-03-18,NR,T,B,0,76710,2026-04-21,DE,Y,0
TFB-102178,POL-572069,2026-02-07,C,D,B,0,77002,2026-03-01,JK,Y,1
TFB-102179,POL-644561,2026-01-19,NR,H,B,0,78701,2026-01-14,DIL,N,0
TFB-102180,POL-945292,2026-01-03,C,T,B,0,76710,2026-02-16,GJ,Y,0
TFB-102181,POL-737510,2026-04-19,C,T,C,0,76710,2026-05-30,CDG,N,0
TFB-102182,POL-526921,2026-01-27,C,H,B,1,76710,2026-04-08,A,N,0
TFB-102183,POL-740895,2026-02-18,NR,C,A,1,79901,2026-04-23,J,N,0
TFB-102184,POL-581413,2026-03-21,D,T,C,1,77002,2026-06-19,AKL,N,0
TFB-102185,POL-965855,2026-02-28,NR,D,C,1,75201,2026-05-26,AGI,Y,0
TFB-102186,POL-991531,2026-03-09,D,T,C,1,76701,2026-05-28,I,Y,0
TFB-102187,POL-984414,2026-01-30,C,D,A,0,76710,2026-02-17,I,N,0
TFB-102188,POL-867501,2026-02-19,C,C,C,1,78205,2026-04-25,AC,Y,0
TFB-102189,POL-774291,2026-03-16,C,T,B,0,78701,2026-04-20,AG,Y,0
TFB-102190,POL-636677,2026-01-03,C,H,A,1,78701,2026-03-09,G,N,0
TFB-102191,POL-531074,2026-02-12,D,C,B,0,79901,2026-03-22,GJ,Y,0
TFB-102192,POL-813720,2026-01-09,C,C,A,0,76701,2026-02-26,K,Y,1
TFB-102193,POL-537734,2026-03-16,NR,H,C,0,77002,2026-05-05,G,Y,0
TFB-102194,POL-800848,2026-02-23,D,T,B,0,76712,2026-03-15,CDH,Y,0
TFB-102195,POL-576030,2026-01-04,C,C,C,1,76701,2026-03-05,AHL,N,0
TFB-102196,POL-544953,2026-01-24,C,D,A,1,75201,2026-04-04,KL,Y,1
TFB-102197,POL-897991,2026-02-25,NR,C,A,1,77002,2026-05-16,K,Y,1
TFB-102198,POL-859534,2026-03-28,C,D,B,0,76701,2026-05-01,JK,N,0
TFB-102199,POL-730110,2026-03-09,C,D,A,0,78701,2026-04-06,C,Y,0
TFB-102200,POL-792259,2026-01-29,NR,H,A,1,76710,2026-04-26,L,N,0
TFB-102201,POL-897539,2026-02-11,NR,H,A,0,76712,2026-03-11,HJ,Y,0
TFB-102202,POL-609509,2026-03-13,C,H,B,0,75201,2026-04-13,C,Y,0
TFB-102203,POL-757270,2026-04-07,C,H,C,0,79901,2026-05-17,J,Y,0
TFB-102204,POL-922881,2026-01-26,D,D,A,0,79901,2026-03-15,BCH,N,0
TFB-102205,POL-517414,2026-04-18,NR,H,A,0,77002,2026-05-24,L,Y,0
TFB-102206,POL-911764,2026-01-24,C,H,A,0,77002,2026-03-21,CF,Y,0
TFB-102207,POL-737832,2026-02-16,D,H,B,0,78205,2026-03-09,BG,N,0
TFB-102208,POL-705268,2026-01-01,D,C,C,1,75201,2026-03-17,BEK,N,0
TFB-102209,POL-981693,2026-03-21,D,H,B,1,75201,2026-05-31,JK,Y,0
TFB-102210,POL-809889,2026-03-21,C,D,A,1,77002,2026-06-08,G,N,0
TFB-102211,POL-528485,2026-01-03,NR,H,B,0,76712,2026-01-18,I,Y,0
TFB-102212,POL-531776,2026-03-09,NR,C,C,0,76712,2026-04-14,B,N,0
TFB-102213,POL-886149,2026-03-13,NR,H,C,1,75201,2026-05-23,BCG,N,0
TFB-102214,POL-960413,2026-03-04,NR,D,A,1,76710,2026-05-29,FGH,Y,0
TFB-102215,POL-923337,2026-04-04,C,C,C,1,77002,2026-06-19,A,Y,0
TFB-102216,POL-582569,2026-01-03,D,H,A,0,76712,2026-01-24,A,Y,0
TFB-102217,POL-569329,2026-01-25,NR,C,B,1,79901,2026-03-26,FGL,N,0
TFB-102218,POL-765229,2026-04-01,C,C,B,0,78205,2026-05-09,BE,N,0
TFB-102219,POL-972711,2026-04-07,NR,T,C,1,75201,2026-06-29,FK,Y,1
TFB-102220,POL-978110,2026-04-06,NR,C,A,1,75201,2026-06-18,K,N,0
TFB-102221,POL-738787,2026-01-22,NR,D,A,0,76701,2026-03-05,HIL,N,0
TFB-102222,POL-598845,2026-02-13,C,H,B,0,79901,2026-03-25,DJL,N,0
TFB-102223,POL-849458,2026-01-28,NR,C,B,0,79901,2026-03-11,I,Y,0
TFB-102224,POL-814607,2026-03-01,NR,C,C,1,78205,2026-05-23,ACE,Y,0
TFB-102225,POL-797584,2026-03-09,D,H,A,0,79901,2026-03-04,G,Y,0
TFB-102226,POL-518363,2026-03-01,D,C,B,0,,2026-04-23,C,Y,0
TFB-102227,POL-958390,2026-02-04,NR,H,A,0,78701,2026-03-18,DIJ,Y,0
TFB-102228,POL-609948,2026-01-09,D,H,A,0,78701,2026-02-04,CEL,Y,0
TFB-102229,POL-985538,2026-04-03,NR,T,A,1,78205,2026-06-03,FIJ,Y,0
TFB-102230,POL-891897,2026-01-25,NR,D,B,0,78205,2026-03-06,ACH,Y,0
TFB-102231,POL-965238,2026-03-27,D,H,A,1,75201,2026-06-10,BF,Y,0
TFB-102232,POL-519530,2026-01-24,C,D,B,1,76710,2026-04-17,AHL,Y,0
TFB-102233,POL-661423,2026-03-21,D,C,C,1,76712,2026-06-18,BDE,N,0
TFB-102234,POL-572920,2026-01-01,NR,D,C,1,76701,2025-12-27,KL,Y,1
TFB-102235,POL-787128,2026-01-02,D,H,B,1,76712,2026-03-04,AFG,Y,0
TFB-102236,POL-849128,2026-02-15,D,H,B,0,76701,2026-03-22,I,N,0
TFB-102237,POL-842011,2026-02-26,NR,C,C,0,75201,2026-04-06,BE,N,0
TFB-102238,POL-892403,2026-01-18,C,T,A,1,78205,2026-04-10,D,Y,0
TFB-102239,POL-679476,2026-03-12,C,T,B,0,76701,2026-03-28,DL,N,0
TFB-102240,POL-546310,2026-04-14,NR,C,B,0,77002,2026-05-03,AHJ,Y,0
TFB-102241,POL-694644,2026-01-25,C,C,B,0,78701,2026-02-16,DH,N,0
TFB-102242,POL-705472,2026-04-02,C,C,B,0,78205,2026-05-12,CEL,N,0
TFB-102243,POL-739081,2026-01-21,D,C,A,0,78701,2026-02-21,BH,Y,0
TFB-102244,POL-802439,2026-01-25,NR,C,A,0,78701,2026-03-08,ADG,Y,0
TFB-102245,POL-801824,2026-01-23,D,C,B,0,79901,2026-03-15,CHL,Y,0
TFB-102246,POL-953388,2026-02-24,D,T,A,0,79901,2026-03-27,AJ,N,0
TFB-102247,POL-672700,2026-04-11,NR,D,A,0,76710,2026-06-05,J,Y,0
TFB-102248,POL-746330,2026-01-21,D,C,A,1,78205,2026-03-27,EIJ,Y,0
TFB-102249,POL-820161,2026-02-13,NR,T,B,1,76701,2026-04-24,AC,Y,0
TFB-102250,POL-962474,2026-02-07,D,T,B,1,75201,2026-04-21,D,N,0
TFB-102251,POL-949757,2026-03-22,D,C,B,0,79901,2026-04-21,AF,Y,0
TFB-102252,POL-869739,2026-04-09,C,T,B,1,77002,2026-06-10,C,Y,0
TFB-102253,POL-832489,2026-01-19,D,C,C,1,78205,2026-03-28,EFG,N,0
TFB-102254,POL-507827,2026-03-15,NR,D,A,1,76712,2026-06-04,FH,N,0
TFB-102255,POL-822957,2026-02-26,NR,H,C,0,78701,2026-04-23,AL,N,0
TFB-102256,POL-554483,2026-03-06,C,D,A,0,76710,2026-04-19,I,Y,0
TFB-102257,POL-517282,2026-02-13,NR,T,B,1,76712,2026-05-07,BL,N,0
TFB-102258,POL-609180,2026-02-19,D,C,C,0,77002,2026-03-12,DJ,Y,0
TFB-102259,POL-725563,2026-02-03,NR,C,A,0,79901,2026-03-08,AEK,Y,0
TFB-102260,POL-994798,2026-02-25,C,D,C,0,77002,2026-04-12,BIL,Y,0
TFB-102261,POL-988660,2026-01-12,C,D,A,0,76712,2026-01-28,GJ,N,0
TFB-102262,POL-689388,2026-02-21,C,D,C,0,76710,2026-03-11,J,N,0
TFB-102263,POL-615391,2026-04-15,C,D,B,1,76710,2026-06-22,D,Y,0
TFB-102264,POL-699722,2026-03-18,C,H,C,0,76710,2026-04-17,G,N,0
TFB-102265,POL-963261,2026-04-21,NR,C,B,0,78205,2026-06-07,BC,Y,0
TFB-102266,POL-667065,2026-03-20,D,D,A,1,,2026-06-18,HK,Y,1
TFB-102267,POL-951879,2026-03-27,D,T,B,0,78205,2026-05-12,CDJ,Y,0
TFB-102268,POL-826345,2026-01-17,NR,D,B,1,75201,2026-04-07,G,Y,0
TFB-102269,POL-667045,2026-03-04,C,T,C,0,78205,2026-03-22,BIK,N,0
TFB-102270,POL-722002,2026-04-09,C,D,A,1,77002,2026-06-13,AEH,Y,0
TFB-102271,POL-898301,2026-04-09,C,C,A,1,76712,2026-06-10,C,N,0
TFB-102272,POL-941747,2026-03-11,C,D,C,0,76710,2026-04-15,A,Y,0
TFB-102273,POL-723747,2026-03-02,D,C,B,0,75201,2026-03-26,AD,N,0
TFB-102274,POL-632189,2026-02-04,D,C,A,0,77002,2026-03-27,GHL,N,0
TFB-102275,POL-679355,2026-01-29,D,D,A,0,,2026-03-01,L,N,0
TFB-102276,POL-991617,2026-02-04,C,C,B,0,78205,2026-04-04,D,Y,0
TFB-102277,POL-700954,2026-04-06,NR,H,B,1,78205,2026-06-14,G,N,0
TFB-102278,POL-973800,2026-01-04,D,T,A,1,77002,2026-03-23,AKL,Y,1
TFB-102279,POL-586692,2026-02-08,NR,H,A,1,76701,2026-04-21,J,Y,0
TFB-102280,POL-877671,2026-04-01,NR,T,B,0,78701,2026-05-20,I,N,0
TFB-102281,POL-906458,2026-03-29,NR,D,C,1,76712,2026-06-12,DEK,Y,1
TFB-102282,POL-681042,2026-03-02,NR,C,A,0,,2026-04-10,CG,N,0
TFB-102283,POL-727250,2026-01-13,D,C,A,0,78701,2026-02-13,E,Y,0
TFB-102284,POL-624071,2026-01-18,NR,C,B,0,76712,2026-02-12,E,Y,0
TFB-102285,POL-883013,2026-02-04,NR,H,A,0,76710,2026-02-22,CE,Y,0
TFB-102286,POL-523715,2026-01-02,C,H,A,1,,2026-03-31,DJ,N,0
TFB-102287,POL-975396,2026-03-03,NR,H,A,0,79901,2026-03-27,GH,Y,0
TFB-102288,POL-612013,2026-04-01,NR,H,C,0,79901,2026-05-02,CJ,N,0
TFB-102289,POL-884147,2026-04-03,NR,D,A,0,76712,2026-05-09,AJ,N,0
TFB-102290,POL-504137,2026-04-17,D,H,A,1,76710,2026-07-09,ABG,N,0
TFB-102291,POL-952685,2026-03-18,C,D,B,0,75201,2026-04-09,AI,Y,0
TFB-102292,POL-503355,2026-03-05,NR,H,A,0,76712,2026-04-24,EG,Y,0
TFB-102293,POL-542145,2026-03-26,C,D,A,1,76712,2026-06-24,AC,N,0
TFB-102294,POL-525034,2026-02-03,NR,D,C,0,76701,2026-04-03,GK,Y,1
TFB-102295,POL-970839,2026-04-10,C,H,A,1,76710,2026-07-02,DFI,Y,0
TFB-102296,POL-975511,2026-03-09,NR,D,C,0,76701,2026-04-16,I,Y,0
TFB-102297,POL-823638,2026-03-08,C,D,A,1,76701,2026-05-22,AFK,Y,1
TFB-102298,POL-775775,2026-01-19,NR,T,B,1,76701,2026-04-16,IJK,Y,1
TFB-102299,POL-708387,2026-01-20,NR,H,C,1,,2026-04-17,AD,N,0
TFB-102300,POL-676846,2026-03-22,NR,T,B,0,75201,2026-05-01,H,N,0
TFB-102301,POL-547698,2026-04-13,NR,C,C,0,78701,2026-05-17,CH,Y,0
TFB-102302,POL-778364,2026-03-06,C,D,C,0,79901,2026-04-10,K,N,0
TFB-102303,POL-601869,2026-04-18,D,C,A,1,76710,2026-06-24,AEK,N,0
TFB-102304,POL-971222,2026-01-14,D,D,C,0,75201,2026-02-04,CFH,Y,0
TFB-102305,POL-852315,2026-02-06,NR,D,C,0,78205,2026-02-27,E,N,0
TFB-102306,POL-966511,2026-01-30,NR,C,A,0,78205,2026-03-11,L,Y,0
TFB-102307,POL-969314,2026-01-25,NR,T,B,0,78205,2026-02-16,B,N,0
TFB-102308,POL-739179,2026-02-19,D,T,B,1,76710,2026-05-04,FI,Y,0
TFB-102309,POL-719560,2026-04-15,D,D,A,0,76712,2026-06-05,F,N,0
TFB-102310,POL-632375,2026-01-24,C,H,C,0,76701,2026-02-19,EF,Y,0
TFB-102311,POL-645833,2026-04-13,NR,C,C,0,78701,2026-05-28,EK,N,0
TFB-102312,POL-736912,2026-01-10,C,C,A,0,75201,2026-02-01,EL,Y,0
TFB-102313,POL-678813,2026-02-08,NR,C,C,0,76710,2026-03-16,E,N,0
TFB-102314,POL-861994,2026-03-03,D,C,B,0,76712,2026-04-07,FL,Y,0
TFB-102315,POL-721437,2026-02-21,D,D,A,0,76710,2026-04-10,KJA,Y,1
TFB-102316,POL-785058,2026-04-03,C,H,A,1,77002,2026-07-02,AEF,N,0
TFB-102317,POL-712923,2026-03-18,C,C,A,1,77002,2026-06-04,BK,N,0
TFB-102318,POL-745931,2026-01-24,C,D,B,1,76710,2026-04-19,EGH,N,0
TFB-102319,POL-534788,2026-04-09,NR,C,B,1,78701,2026-07-06,EJL,N,0
TFB-102320,POL-960461,2026-01-12,NR,T,C,1,76701,2026-03-24,DK,Y,1
TFB-102321,POL-858020,2026-01-24,C,D,A,0,76712,2026-02-21,G,Y,0
TFB-102322,POL-507487,2026-02-12,C,D,C,1,77002,2026-04-23,DEJ,N,0
TFB-102323,POL-722526,2026-02-01,C,H,C,1,78701,2026-04-19,H,Y,0
TFB-102324,POL-853109,2026-03-25,NR,T,C,1,76710,2026-05-28,B,N,0
TFB-102325,POL-980940,2026-02-24,D,T,B,1,78205,2026-05-17,J,N,0
TFB-102326,POL-751275,2026-04-04,D,C,B,0,77002,2026-05-19,J,N,0
TFB-102327,POL-732813,2026-01-29,D,T,A,1,76712,2026-04-25,HJ,N,0
TFB-102328,POL-641723,2026-03-10,NR,D,A,0,78205,2026-04-29,ACK,Y,1
TFB-102329,POL-783801,2026-04-21,NR,C,A,0,77002,2026-06-06,CFG,Y,0
TFB-102330,POL-505202,2026-04-20,D,C,B,0,76701,2026-05-14,B,N,0
TFB-102331,POL-609227,2026-01-31,C,T,C,1,75201,2026-04-06,BH,N,0
TFB-102332,POL-991398,2026-02-17,C,T,A,1,79901,2026-05-02,EFL,Y,0
TFB-102333,POL-654775,2026-02-24,C,D,C,0,79901,2026-03-22,BEI,N,0
TFB-102334,POL-727896,2026-02-07,D,T,B,0,79901,2026-02-24,C,N,0
TFB-102335,POL-972615,2026-02-28,D,D,C,1,78205,2026-05-05,B,Y,0
TFB-102336,POL-736512,2026-01-13,NR,D,B,1,76701,2026-03-22,CJ,Y,0
TFB-102337,POL-849784,2026-04-20,C,H,A,0,76701,2026-05-29,AK,Y,1
TFB-102338,POL-754751,2026-01-14,C,T,B,1,76701,2026-03-18,ABL,N,0
TFB-102339,POL-665955,2026-03-31,D,H,A,0,76701,2026-04-20,A,Y,0
TFB-102340,POL-530136,2026-03-14,C,C,C,1,78205,2026-06-04,HCB,N,0
TFB-102341,POL-644138,2026-02-26,D,H,A,1,75201,2026-05-17,BFG,N,0
TFB-102342,POL-813848,2026-01-17,C,T,C,1,76701,2026-04-06,ACD,Y,0
TFB-102343,POL-807654,2026-02-21,D,H,B,0,76701,2026-03-18,E,N,0
TFB-102344,POL-856886,2026-04-10,D,C,C,1,76712,2026-06-21,BI,Y,0
TFB-102345,POL-722756,2026-03-24,NR,T,B,0,79901,2026-05-10,EI,Y,0
TFB-102346,POL-887941,2026-03-29,C,C,B,0,75201,2026-04-26,AB,N,0
TFB-102347,POL-674353,2026-02-08,NR,H,A,0,75201,2026-02-28,BH,Y,0
TFB-102348,POL-602952,2026-03-04,C,D,B,0,78205,2026-04-11,DGI,N,0
TFB-102349,POL-847519,2026-02-03,C,D,C,1,75201,2026-05-01,HI,N,0
TFB-102350,POL-796164,2026-04-14,D,D,A,0,78205,2026-05-31,BF,N,0
TFB-102351,POL-711226,2026-01-06,C,H,B,1,78205,2026-03-26,C,N,0
TFB-102352,POL-991559,2026-03-21,D,D,B,0,78205,2026-05-14,CIJ,Y,0
TFB-102353,POL-515679,2026-03-22,D,H,B,0,76701,2026-04-23,BD,Y,0
TFB-102354,POL-772607,2026-01-07,D,H,C,0,79901,2026-02-16,J,N,0
TFB-102355,POL-649686,2026-01-31,NR,H,B,1,76712,2026-04-09,AJ,N,0
TFB-102356,POL-567421,2026-02-03,D,T,B,0,76701,2026-03-13,L,N,0
TFB-102357,POL-923426,2026-01-24,D,T,B,1,76710,2026-04-11,AG,Y,0
TFB-102358,POL-920023,2026-01-22,C,D,B,1,79901,2026-04-09,I,Y,0
TFB-102359,POL-800068,2026-04-07,D,H,B,0,76710,2026-04-27,EL,Y,0
TFB-102360,POL-567604,2026-02-24,D,C,C,0,78205,2026-03-14,ADJ,Y,0
TFB-102361,POL-540304,2026-04-12,NR,H,A,1,76712,2026-06-27,FGI,Y,0
TFB-102362,POL-687464,2026-01-12,C,D,C,1,79901,2026-03-27,ACL,Y,0
TFB-102363,POL-645639,2026-02-27,D,H,A,1,75201,2026-05-01,G,Y,0
TFB-102364,POL-898478,2026-03-11,NR,C,C,1,77002,2026-06-06,BK,N,0
TFB-102365,POL-609696,2026-03-26,C,T,C,0,76712,2026-04-29,L,Y,0
TFB-102366,POL-764573,2026-01-01,C,T,B,1,75201,2026-03-22,DFG,Y,0
TFB-102367,POL-934651,2026-01-22,D,T,C,0,78701,2026-03-14,IJL,N,0
TFB-102368,POL-861315,2026-03-06,C,H,A,0,79901,2026-03-27,A,N,0
TFB-102369,POL-744700,2026-01-16,NR,T,B,0,76701,2026-02-20,GKL,N,0
TFB-102370,POL-563998,2026-03-19,C,T,C,0,76710,2026-04-18,H,N,0
TFB-102371,POL-835010,2026-02-02,D,C,B,1,77002,2026-04-03,I,Y,0
TFB-102372,POL-582782,2026-01-12,D,T,B,0,79901,2026-02-14,AFL,Y,0
TFB-102373,POL-610012,2026-04-08,NR,H,A,0,76712,2026-05-14,IK,N,0
TFB-102374,POL-694502,2026-02-20,D,D,C,0,79901,2026-04-17,HK,N,0
TFB-102375,POL-674336,2026-04-21,D,D,A,0,76701,2026-06-01,AFG,N,0
TFB-102376,POL-646337,2026-02-26,D,H,B,0,75201,2026-03-30,AFK,Y,1
TFB-102377,POL-671961,2026-02-23,NR,C,A,0,76712,2026-03-24,DFH,N,0
TFB-102378,POL-793627,2026-04-04,NR,H,C,0,78701,2026-05-04,C,Y,0
TFB-102379,POL-768431,2026-01-22,NR,C,A,0,76712,2026-02-08,A,Y,0
TFB-102380,POL-786836,2026-03-08,NR,C,A,1,76701,2026-05-31,D,N,0
TFB-102381,POL-649864,2026-03-25,NR,H,B,0,76712,2026-05-12,DJ,Y,0
TFB-102382,POL-772557,2026-03-28,D,D,C,0,76712,2026-05-26,ADI,Y,0
TFB-102383,POL-902824,2026-03-15,D,D,B,1,78205,2026-06-07,HJ,Y,0
TFB-102384,POL-638340,2026-03-28,D,H,C,0,75201,2026-04-17,CDJ,Y,0
TFB-102385,POL-870840,2026-01-05,NR,C,B,1,79901,2026-04-03,GKL,Y,1
TFB-102386,POL-999950,2026-02-14,C,D,C,0,78205,2026-03-11,BF,Y,0
TFB-102387,POL-524400,2026-03-01,NR,C,A,1,78205,2026-05-09,AI,Y,0
TFB-102388,POL-972139,2026-04-18,D,H,B,0,79901,2026-05-14,BC,N,0
TFB-102389,POL-548601,2026-03-10,D,T,A,1,77002,2026-05-14,GL,N,0
TFB-102390,POL-871120,2026-02-28,C,C,B,0,76701,2026-03-30,LE,N,0
TFB-102391,POL-536720,2026-03-22,NR,H,C,1,76712,2026-06-05,E,N,0
TFB-102392,POL-869727,2026-04-05,C,D,C,0,76712,2026-05-05,ACL,N,0
TFB-102393,POL-547592,2026-01-18,NR,C,B,0,78701,2026-01-13,DIK,Y,1
TFB-102394,POL-844881,2026-01-13,D,T,B,1,78701,2026-04-08,AGL,N,0
TFB-102395,POL-621382,2026-03-28,D,T,A,0,76710,2026-05-01,DE,Y,0
TFB-102396,POL-813599,2026-03-07,D,T,B,1,75201,2026-05-11,CEJ,N,0
TFB-102397,POL-978062,2026-02-13,C,T,A,1,76701,2026-05-07,HI,Y,0
TFB-102398,POL-511181,2026-03-08,C,T,A,0,78701,2026-05-05,H,Y,0
TFB-102399,POL-686479,2026-01-14,C,D,B,0,78701,2026-02-19,GJ,N,0
TFB-102400,POL-931977,2026-04-11,NR,D,B,0,78205,2026-05-26,AKL,Y,0
TFB-102401,POL-807424,2026-02-22,C,D,A,0,76712,2026-03-29,FIK,Y,1
TFB-102402,POL-920587,2026-01-14,C,D,C,1,78205,2026-03-28,CEJ,Y,0
TFB-102403,POL-901747,2026-03-19,C,T,C,1,78205,2026-06-17,G,Y,0
TFB-102404,POL-931195,2026-03-20,NR,D,C,1,76701,2026-05-28,HJ,N,0
TFB-102405,POL-742387,2026-02-06,NR,C,B,0,76712,2026-03-27,HK,Y,1
TFB-102406,POL-574451,2026-03-04,NR,H,B,0,78701,2026-04-10,BE,Y,0
TFB-102407,POL-773734,2026-02-27,D,H,C,0,76701,2026-03-17,CL,Y,0
TFB-102408,POL-762985,2026-04-13,C,H,A,0,76710,2026-05-14,HJ,Y,0
TFB-102409,POL-596041,2026-01-10,C,D,A,0,78205,2026-02-15,DGL,N,0
TFB-102410,POL-685611,2026-01-12,C,C,B,1,79901,2026-03-14,CJK,Y,1
TFB-102411,POL-954679,2026-03-07,NR,H,B,0,78205,2026-05-03,DEL,N,0
TFB-102412,POL-779526,2026-01-16,NR,C,B,0,79901,2026-02-07,G,N,0
TFB-102413,POL-784068,2026-04-05,D,H,A,1,75201,2026-06-27,BGH,N,0
TFB-102414,POL-822445,2026-03-13,C,T,C,0,78701,2026-05-07,FJ,Y,0
TFB-102415,POL-628133,2026-03-14,C,C,C,0,78205,2026-04-13,AB,Y,0
TFB-102416,POL-500875,2026-01-17,D,D,C,1,78701,2026-04-15,DE,Y,0
TFB-102417,POL-955101,2026-02-16,C,D,B,1,76712,2026-05-07,EKL,Y,1
TFB-102418,POL-694338,2026-03-09,C,T,C,1,76710,2026-05-09,GJK,Y,0
TFB-102419,POL-667906,2026-04-06,NR,C,B,0,76701,2026-04-30,AJL,N,0
TFB-102420,POL-570834,2026-02-21,D,D,C,1,77002,2026-04-27,E,Y,0
TFB-102421,POL-862049,2026-01-18,NR,H,B,1,78701,2026-03-24,CI,Y,0
TFB-102422,POL-861094,2026-01-29,NR,D,B,0,76701,2026-02-25,CGH,Y,0
TFB-102423,POL-922168,2026-02-20,C,H,B,0,78205,2026-04-04,AFK,Y,1
TFB-102424,POL-793574,2026-02-02,NR,H,C,1,75201,2026-04-24,FG,Y,0
TFB-102425,POL-902108,2026-03-09,NR,T,B,0,76710,2026-05-03,CHI,N,0
TFB-102426,POL-733180,2026-04-03,C,D,C,1,76701,2026-06-25,J,Y,0
TFB-102427,POL-750188,2026-04-11,C,T,C,0,77002,2026-05-20,A,Y,0
TFB-102428,POL-750189,2026-03-31,NR,H,A,1,76701,2026-06-07,DKL,N,0
TFB-102429,POL-918838,2026-03-13,NR,D,B,0,76701,2026-04-25,J,Y,0
TFB-102430,POL-992313,2026-03-24,C,H,B,0,77002,2026-05-08,AJL,Y,0
TFB-102431,POL-570302,2026-03-31,D,C,B,0,76701,2026-05-14,AL,N,0
TFB-102432,POL-510203,2026-04-02,D,C,B,1,78701,2026-06-22,CJ,N,0
TFB-102433,POL-521214,2026-02-10,C,C,A,1,76701,2026-04-19,BCI,N,0
TFB-102434,POL-893864,2026-04-11,NR,H,A,1,79901,2026-06-18,EI,N,0
